paragraph_id,author,book,topic,text,label
oliver_twist_TInnoc_P9,dickens,oliver_twist,Innocence,"For eight long months, Oliver was subjected to the artful machinations of cruelty disguised as pastoral care. Led by the woman who presided over the farm—a woman whose wisdom was as sharp as her avarice—he was fed not for his good, but for her own. She siphoned the meager stipend meant for his sustenance, reducing his allowance to a pittance that barely satiated his hunger. Her system, a farce of faith in human resilience, saw the child’s constitution buckle at the seams. Too often, he succumbed to cold, fire, or accident—a victim of her own miscalculations, each death a lesson in futility, yet the cycle repeated with grim inevitability.",1
oliver_twist_TInnoc_P10,dickens,oliver_twist,Innocence,"Everybody knows the story of another experimental philosopher who had a
great theory about a horse being able to live without eating, and who
demonstrated it so well, that he had got his own horse down to a straw
a day, and would unquestionably have rendered him a very spirited and
rampacious animal on nothing at all, if he had not died,
four-and-twenty hours before he was to have had his first comfortable
bait of air. Unfortunately for the experimental philosophy of the
female to whose protecting care Oliver Twist was delivered over, a
similar result usually attended the operation of _her_ system; for at
the very moment when the child had contrived to exist upon the smallest
possible portion of the weakest possible food, it did perversely happen
in eight and a half cases out of ten, either that it sickened from want
and cold, or fell into the fire from neglect, or got half-smothered by
accident; in any one of which cases, the miserable little being was
usually summoned into another world, and there gathered to the fathers
it had never known in this.",0
oliver_twist_TInnoc_P10,dickens,oliver_twist,Innocence,"Mark this as yet another instance of learned folly, akin to the tale of a man who taught a horse to subsist on straw alone, only to meet his demise before testing the theory. Alas, the woman’s “experience” mirrored this folly: she believed she could nourish the child with bread thinner than air, and eight times out of ten, she found the boy languishing on the threshold of death—either from hunger, neglect, or some sudden mischance. In the end, the offspring of this experiment rarely survived to speak of their trials.",1
oliver_twist_TInnoc_P11,dickens,oliver_twist,Innocence,"Occasionally, when there was some more than usually interesting inquest
upon a parish child who had been overlooked in turning up a bedstead,
or inadvertently scalded to death when there happened to be a
washing—though the latter accident was very scarce, anything
approaching to a washing being of rare occurrence in the farm—the jury
would take it into their heads to ask troublesome questions, or the
parishioners would rebelliously affix their signatures to a
remonstrance. But these impertinences were speedily checked by the
evidence of the surgeon, and the testimony of the beadle; the former of
whom had always opened the body and found nothing inside (which was
very probable indeed), and the latter of whom invariably swore whatever
the parish wanted; which was very self-devotional. Besides, the board
made periodical pilgrimages to the farm, and always sent the beadle the
day before, to say they were going. The children were neat and clean to
behold, when _they_ went; and what more would the people have!",0
oliver_twist_TInnoc_P11,dickens,oliver_twist,Innocence,"The parishioners, long accustomed to the squalor, nonetheless grumbled when suspicious inquiries arose during inquests orunsigned remonstrances gathered like vines. Yet the surgeon, with his scalpel’s cold certainty, and the beadle, whose loyalty was as unyielding as his spectacles, swiftly squelched dissent. Their witness was a masterclass in evasion: the former declared the body empty as proof of innocence, while the latter swore to whatever the board demanded, for faith in the cause was his sole currency.",1
oliver_twist_TInnoc_P12,dickens,oliver_twist,Innocence,"It cannot be expected that this system of farming would produce any
very extraordinary or luxuriant crop. Oliver Twist’s ninth birthday
found him a pale thin child, somewhat diminutive in stature, and
decidedly small in circumference. But nature or inheritance had
implanted a good sturdy spirit in Oliver’s breast. It had had plenty of
room to expand, thanks to the spare diet of the establishment; and
perhaps to this circumstance may be attributed his having any ninth
birth-day at all. Be this as it may, however, it _was_ his ninth
birthday; and he was keeping it in the coal-cellar with a select party
of two other young gentleman, who, after participating with him in a
sound thrashing, had been locked up for atrociously presuming to be
hungry, when Mrs. Mann, the good lady of the house, was unexpectedly
startled by the apparition of Mr. Bumble, the beadle, striving to undo
the wicket of the garden-gate.",0
oliver_twist_TInnoc_P12,dickens,oliver_twist,Innocence,"On Oliver’s ninth birthday, he appeared as a specter of a child—pale, slight, and marked by deprivation. Yet within his hollow frame burned a fire of resilience, kindled by scarcity and strengthened by the meager fare of the farm. His life, though, was a gauntlet of privation, yet he endured.",1
oliver_twist_TInnoc_P13,dickens,oliver_twist,Innocence,"“And now about business,” said the beadle, taking out a leathern
pocket-book. “The child that was half-baptized Oliver Twist, is nine
year old today.”",0
oliver_twist_TInnoc_P13,dickens,oliver_twist,Innocence,"Mr. Bumble, the beadle, accompanied by his leather-bound ledger, grumbled through the ritual of age-announcing. “*Oliver Twist, the half-baptized, nine years old today,*” he intoned, his voice a mix of formality and malice.",1
oliver_twist_TInnoc_P14,dickens,oliver_twist,Innocence,"This was no very great consolation to the child. Young as he was,
however, he had sense enough to make a feint of feeling great regret at
going away. It was no very difficult matter for the boy to call tears
into his eyes. Hunger and recent ill-usage are great assistants if you
want to cry; and Oliver cried very naturally indeed. Mrs. Mann gave him
a thousand embraces, and what Oliver wanted a great deal more, a piece
of bread and butter, lest he should seem too hungry when he got to the
workhouse. With the slice of bread in his hand, and the little
brown-cloth parish cap on his head, Oliver was then led away by Mr.
Bumble from the wretched home where one kind word or look had never
lighted the gloom of his infant years. And yet he burst into an agony
of childish grief, as the cottage-gate closed after him. Wretched as
were the little companions in misery he was leaving behind, they were
the only friends he had ever known; and a sense of his loneliness in
the great wide world, sank into the child’s heart for the first time.",0
oliver_twist_TInnoc_P14,dickens,oliver_twist,Innocence,"Oliver’s tears were not for his exile but for the friends he left behind—the only warmth in a world of ice. His hunger was a visible pallor, his voice a tremor of need as he clutched the bread Mrs. Mann had finally given him.",1
oliver_twist_TInnoc_P15,dickens,oliver_twist,Innocence,"“What’s your name, boy?” said the gentleman in the high chair.",0
oliver_twist_TInnoc_P15,dickens,oliver_twist,Innocence,"A gentleman, seated in a vanity-laden chair, addressed Oliver with a air of condescension. “What is thy name, lad?” he inquired, his tone prickling with disdain.",1
oliver_twist_TInnoc_P16,dickens,oliver_twist,Innocence,"“Boy,” said the gentleman in the high chair, “listen to me. You know
you’re an orphan, I suppose?”",0
oliver_twist_TInnoc_P16,dickens,oliver_twist,Innocence,"To which Oliver, at a loss for the language of self, replied only with his name—a sound as foreign as the concept of kinship.",1
oliver_twist_TInnoc_P17,dickens,oliver_twist,Innocence,"“The boy _is_ a fool—I thought he was,” said the gentleman in the white
waistcoat.",0
oliver_twist_TInnoc_P17,dickens,oliver_twist,Innocence,"The gentleman in white, now growling, dismissed the boy as a fool. “Thou art a paragon of insensibility,” he spat, his tone a blade.",1
oliver_twist_TInnoc_P18,dickens,oliver_twist,Innocence,"“What are you crying for?” inquired the gentleman in the white
waistcoat. And to be sure it was very extraordinary. What _could_ the
boy be crying for?",0
oliver_twist_TInnoc_P18,dickens,oliver_twist,Innocence,"“*Wasst du weinend?*” he demanded, his bewilderment palpable. “What ails thee?”",1
oliver_twist_TInnoc_P19,dickens,oliver_twist,Innocence,"“Yes, sir,” stammered the boy. The gentleman who spoke last was
unconsciously right. It would have been _very_ like a Christian, and a
marvellously good Christian too, if Oliver had prayed for the people
who fed and took care of _him_. But he hadn’t, because nobody had
taught him.",0
oliver_twist_TInnoc_P19,dickens,oliver_twist,Innocence,"Oliver, unversed in the verbs of faith, confessed nothing but his despair. Had he known of charity, he might have entreated for the bread he craved. But he had been taught only the arithmetic of hunger.",1
oliver_twist_TInnoc_P20,dickens,oliver_twist,Innocence,"The room in which the boys were fed, was a large stone hall, with a
copper at one end: out of which the master, dressed in an apron for the
purpose, and assisted by one or two women, ladled the gruel at
mealtimes. Of this festive composition each boy had one porringer, and
no more—except on occasions of great public rejoicing, when he had two
ounces and a quarter of bread besides. The bowls never wanted washing.
The boys polished them with their spoons till they shone again; and
when they had performed this operation (which never took very long, the
spoons being nearly as large as the bowls), they would sit staring at
the copper, with such eager eyes, as if they could have devoured the
very bricks of which it was composed; employing themselves, meanwhile,
in sucking their fingers most assiduously, with the view of catching up
any stray splashes of gruel that might have been cast thereon. Boys
have generally excellent appetites. Oliver Twist and his companions
suffered the tortures of slow starvation for three months: at last they
got so voracious and wild with hunger, that one boy, who was tall for
his age, and hadn’t been used to that sort of thing (for his father had
kept a small cook-shop), hinted darkly to his companions, that unless
he had another basin of gruel _per diem_, he was afraid he might some
night happen to eat the boy who slept next him, who happened to be a
weakly youth of tender age. He had a wild, hungry eye; and they
implicitly believed him. A council was held; lots were cast who should
walk up to the master after supper that evening, and ask for more; and
it fell to Oliver Twist.",0
oliver_twist_TInnoc_P20,dickens,oliver_twist,Innocence,"The bowl of gruel, though scant, never lacked sustenance. The boys polished it with zeal, their fingers coated in cereal, their eyes fixed on the copper as if it held the secret to their survival. Their bellies, though, sang a dirge of want.",1
oliver_twist_TInnoc_P21,dickens,oliver_twist,Innocence,"The evening arrived; the boys took their places. The master, in his
cook’s uniform, stationed himself at the copper; his pauper assistants
ranged themselves behind him; the gruel was served out; and a long
grace was said over the short commons. The gruel disappeared; the boys
whispered each other, and winked at Oliver; while his next neighbors
nudged him. Child as he was, he was desperate with hunger, and reckless
with misery. He rose from the table; and advancing to the master, basin
and spoon in hand, said: somewhat alarmed at his own temerity:",0
oliver_twist_TInnoc_P21,dickens,oliver_twist,Innocence,"A boy, tall and viciously hungry, threatened to devour his companion unless more gruel were served. The others listened, their eyes Hungry as wolves. Oliver, summoned to plead, rose with a desperation that bordered on madness.",1
oliver_twist_TInnoc_P22,dickens,oliver_twist,Innocence,"“That boy will be hung,” said the gentleman in the white waistcoat. “I
know that boy will be hung.”",0
oliver_twist_TInnoc_P22,dickens,oliver_twist,Innocence,"A gentleman in white, observing this farce, muttered to himself, “*This boy will hang.*” His words, though unspoken, hung heavy in the air.",1
oliver_twist_TInnoc_P23,dickens,oliver_twist,Innocence,"“I never was more convinced of anything in my life,” said the gentleman
in the white waistcoat, as he knocked at the gate and read the bill
next morning: “I never was more convinced of anything in my life, than
I am that that boy will come to be hung.”",0
oliver_twist_TInnoc_P23,dickens,oliver_twist,Innocence,"The next morning, he swore this conviction was no idle fancy. “I swear,” he declared, his voiceNow a mantra of doom, “that boy will meet the gallows.”",1
oliver_twist_TInnoc_P24,dickens,oliver_twist,Innocence,"Let it not be supposed by the enemies of “the system,” that, during the
period of his solitary incarceration, Oliver was denied the benefit of
exercise, the pleasure of society, or the advantages of religious
consolation. As for exercise, it was nice cold weather, and he was
allowed to perform his ablutions every morning under the pump, in a
stone yard, in the presence of Mr. Bumble, who prevented his catching
cold, and caused a tingling sensation to pervade his frame, by repeated
applications of the cane. As for society, he was carried every other
day into the hall where the boys dined, and there sociably flogged as a
public warning and example. And so far from being denied the advantages
of religious consolation, he was kicked into the same apartment every
evening at prayer-time, and there permitted to listen to, and console
his mind with, a general supplication of the boys, containing a special
clause, therein inserted by authority of the board, in which they
entreated to be made good, virtuous, contented, and obedient, and to be
guarded from the sins and vices of Oliver Twist: whom the supplication
distinctly set forth to be under the exclusive patronage and protection
of the powers of wickedness, and an article direct from the manufactory
of the very Devil himself.",0
oliver_twist_TInnoc_P24,dickens,oliver_twist,Innocence,"Let it be known that Oliver was not wholly deprived. Granted, he was flogged as a public spectacle, his existence a parade of toil. Yet he had fleeting company at meal times and the hollow rituals of prayer, where the other boys collectively petitioned the heavens to guard them from Oliver’s imagined malice—a supplication laced with irony.",1
oliver_twist_TInnoc_P25,dickens,oliver_twist,Innocence,"The gentleman with the white waistcoat was standing at the gate with
his hands behind him, after having delivered himself of some profound
sentiments in the board-room. Having witnessed the little dispute
between Mr. Gamfield and the donkey, he smiled joyously when that
person came up to read the bill, for he saw at once that Mr. Gamfield
was exactly the sort of master Oliver Twist wanted. Mr. Gamfield
smiled, too, as he perused the document; for five pounds was just the
sum he had been wishing for; and, as to the boy with which it was
encumbered, Mr. Gamfield, knowing what the dietary of the workhouse
was, well knew he would be a nice small pattern, just the very thing
for register stoves. So, he spelt the bill through again, from
beginning to end; and then, touching his fur cap in token of humility,
accosted the gentleman in the white waistcoat.",0
oliver_twist_TInnoc_P25,dickens,oliver_twist,Innocence,"The gentleman in white, having delivered a sermon to the board, now turned his gaze to Mr. Gamfield, a man whose very name seemed to echo with promise. Gamfield, a man of peculiar miserliness and ambition, saw value in Oliver as a specimen for his chimney-sweeping business.",1
oliver_twist_TInnoc_P26,dickens,oliver_twist,Innocence,"“This here boy, sir, wot the parish wants to ’prentis,” said Mr.
Gamfield.",0
oliver_twist_TInnoc_P26,dickens,oliver_twist,Innocence,"""*This_or_that boy*,” Gamfield declared, his voice a rumble, “is the parish’s offer.”",1
oliver_twist_TInnoc_P27,dickens,oliver_twist,Innocence,"“If the parish vould like him to learn a right pleasant trade, in a
good ’spectable chimbley-sweepin’ bisness,” said Mr. Gamfield, “I wants
a ’prentis, and I am ready to take him.”",0
oliver_twist_TInnoc_P27,dickens,oliver_twist,Innocence,"""*A prentice*,” he proposed, lowering his voice with a flourish. “*In a chimney-sweeping firm, where the boy may learn the arts of soot and steam.*”",1
oliver_twist_TInnoc_P28,dickens,oliver_twist,Innocence,"“That’s acause they damped the straw afore they lit it in the chimbley
to make ’em come down again,” said Gamfield; “that’s all smoke, and no
blaze; vereas smoke ain’t o’ no use at all in making a boy come down,
for it only sinds him to sleep, and that’s wot he likes. Boys is wery
obstinit, and wery lazy, Gen’l’men, and there’s nothink like a good hot
blaze to make ’em come down vith a run. It’s humane too, gen’l’men,
acause, even if they’ve stuck in the chimbley, roasting their feet
makes ’em struggle to hextricate theirselves.”",0
oliver_twist_TInnoc_P28,dickens,oliver_twist,Innocence,"Gamfield explained his reasoning with a grandness fit for a madman. “*The chimneys must burn*,” he insisted. “*A boy who seeks to flee the flame will learn to stay. A boy who learns to sweat shall grip the soot like a thief.*”",1
oliver_twist_TInnoc_P29,dickens,oliver_twist,Innocence,"“Come!” said Gamfield; “say four pound, gen’l’men. Say four pound, and
you’ve got rid of him for good and all. There!”",0
oliver_twist_TInnoc_P29,dickens,oliver_twist,Innocence,"""*Four pounds*,” Gamfield concluded, his hand slapping the ledger. “*Not a penny more.*”",1
oliver_twist_TInnoc_P30,dickens,oliver_twist,Innocence,"“Pooh! pooh! nonsense!” said the gentleman in the white waistcoat.
“He’d be cheap with nothing at all, as a premium. Take him, you silly
fellow! He’s just the boy for you. He wants the stick, now and then:
it’ll do him good; and his board needn’t come very expensive, for he
hasn’t been overfed since he was born. Ha! ha! ha!”",0
oliver_twist_TInnoc_P30,dickens,oliver_twist,Innocence,The gentleman in white scoffed. “*Nonsense!*” he roared. “*He’ll starve you to death for nothing!*” Yet his laughter rang with a strange glee as he sealed the contract.,1
oliver_twist_TInnoc_P31,dickens,oliver_twist,Innocence,"“A prentice, sir!” said the child, trembling.",0
oliver_twist_TInnoc_P31,dickens,oliver_twist,Innocence,"Oliver, trembling under the weight of his new fate, whispered “*A prentice?*”",1
oliver_twist_TInnoc_P32,dickens,oliver_twist,Innocence,"“Yes, Oliver,” said Mr. Bumble. “The kind and blessed gentleman which
is so many parents to you, Oliver, when you have none of your own: are
a going to “prentice” you: and to set you up in life, and make a man of
you: although the expense to the parish is three pound ten!—three pound
ten, Oliver!—seventy shillins—one hundred and forty sixpences!—and all
for a naughty orphan which nobody can’t love.”",0
oliver_twist_TInnoc_P32,dickens,oliver_twist,Innocence,"Mr. Bumble, ever the moralizer, intoned, “*A born of the parish, Oliver! A servant of the people!*”",1
oliver_twist_TInnoc_P33,dickens,oliver_twist,Innocence,"As Mr. Bumble paused to take breath, after delivering this address in
an awful voice, the tears rolled down the poor child’s face, and he
sobbed bitterly.",0
oliver_twist_TInnoc_P33,dickens,oliver_twist,Innocence,"Oliver’s sobs were a storm, his heart a drum of betrayal.",1
oliver_twist_TInnoc_P34,dickens,oliver_twist,Innocence,"There the boy remained, with a palpitating heart, for half an hour. At
the expiration of which time Mr. Bumble thrust in his head, unadorned
with the cocked hat, and said aloud:",0
oliver_twist_TInnoc_P34,dickens,oliver_twist,Innocence,"The master, a man of ordinary health, turned ashen. The boys, frozen in horror, clustered around the copper as though it might shield them.",1
oliver_twist_TInnoc_P35,dickens,oliver_twist,Innocence,"“This is the boy, your worship,” said Mr. Bumble.",0
oliver_twist_TInnoc_P35,dickens,oliver_twist,Innocence,"“*This is the boy,*” Mr. Bumble proclaimed, his voice a thunderclap.",1
oliver_twist_TInnoc_P36,dickens,oliver_twist,Innocence,"“Oh, is this the boy?” said the old gentleman.",0
oliver_twist_TInnoc_P36,dickens,oliver_twist,Innocence,"The old gentleman, emerging from his newspaper, queried, “*Ah? Is this the dream child?*”",1
oliver_twist_TInnoc_P37,dickens,oliver_twist,Innocence,"“Don’t make your eyes red, Oliver, but eat your food and be thankful,”
said Mr. Bumble, in a tone of impressive pomposity. “You’re a going to
be made a ’prentice of, Oliver.”",0
oliver_twist_TInnoc_P37,dickens,oliver_twist,Innocence,"Mr. Bumble, in a tone meant to awe, intoned, “*Oliver, be proud. Thou art a man’s ward now!*”",1
oliver_twist_TInnoc_P38,dickens,oliver_twist,Innocence,"The master was a fat, healthy man; but he turned very pale. He gazed in
stupefied astonishment on the small rebel for some seconds, and then
clung for support to the copper. The assistants were paralysed with
wonder; the boys with fear.",0
oliver_twist_TInnoc_P38,dickens,oliver_twist,Innocence,"The chamber fell silent, save for the clatter of the ladle as the master’s rage quelled.",1
oliver_twist_TInnoc_P39,dickens,oliver_twist,Innocence,"“Hush!” said the gentleman who had spoken first. “You know you’ve got
no father or mother, and that you were brought up by the parish, don’t
you?”",0
oliver_twist_TInnoc_P39,dickens,oliver_twist,Innocence,"Gamfield, with a sharpness of purpose, asked, “*No siree, boy. Yer an orphan, aye?*”",1
oliver_twist_TInnoc_P40,dickens,oliver_twist,Innocence,"CHAPTER III.
RELATES HOW OLIVER TWIST WAS VERY NEAR GETTING A PLACE WHICH WOULD NOT
HAVE BEEN A SINECURE",0
oliver_twist_TInnoc_P40,dickens,oliver_twist,Innocence,"And so began the third chapter, where Oliver’s next trial lay in the realm of chance—a place not of comfort, but of peril.",1
oliver_twist_TPover_P1,dickens,oliver_twist,Poverty and the Lower Class,"“Ah, poor dear, so it is!” said the nurse, picking up the cork of the
green bottle, which had fallen out on the pillow, as she stooped to
take up the child. “Poor dear!”",0
oliver_twist_TPover_P1,dickens,oliver_twist,Poverty and the Lower Class,"“Ah, poor soul, it is indeed!” exclaimed the nurse, bending to clutch the child, as she retrieved the cork of the green bottle that had rolled upon the pillow. “Poor soul!”",1
oliver_twist_TPover_P2,dickens,oliver_twist,Poverty and the Lower Class,"“She was brought here last night,” replied the old woman, “by the
overseer’s order. She was found lying in the street. She had walked
some distance, for her shoes were worn to pieces; but where she came
from, or where she was going to, nobody knows.”",0
oliver_twist_TPover_P2,dickens,oliver_twist,Poverty and the Lower Class,"“She was conveyed hither last night,” replied the ancient woman, “by the overseer’s edict. She had lain in the street, her feet worn to rags after a long trudge, yet whence she came or whither she was bound no mortal could divine.”",1
oliver_twist_TPover_P3,dickens,oliver_twist,Poverty and the Lower Class,"What an excellent example of the power of dress, young Oliver Twist
was! Wrapped in the blanket which had hitherto formed his only
covering, he might have been the child of a nobleman or a beggar; it
would have been hard for the haughtiest stranger to have assigned him
his proper station in society. But now that he was enveloped in the old
calico robes which had grown yellow in the same service, he was badged
and ticketed, and fell into his place at once—a parish child—the orphan
of a workhouse—the humble, half-starved drudge—to be cuffed and
buffeted through the world—despised by all, and pitied by none.",0
oliver_twist_TPover_P3,dickens,oliver_twist,Poverty and the Lower Class,"An admirable illustration of the sway wielded by raiment, young Oliver Twist was! Enveloped in the blanket that had hitherto shielded him, he might have been the scion of a noble line or a destitute wretch; it would have been no easy task for the most haughty stranger to assign him his true station. Yet now, swathed in the faded calico of the workhouse, he bore the badge of his condition—an orphan of the parish, a gaunt, half‑starved drudge—doomed to be cuffed and buffeted through life, scorned by all and pitied by none.",1
oliver_twist_TPover_P4,dickens,oliver_twist,Poverty and the Lower Class,"For the next eight or ten months, Oliver was the victim of a systematic
course of treachery and deception. He was brought up by hand. The
hungry and destitute situation of the infant orphan was duly reported
by the workhouse authorities to the parish authorities. The parish
authorities inquired with dignity of the workhouse authorities, whether
there was no female then domiciled in “the house” who was in a
situation to impart to Oliver Twist, the consolation and nourishment of
which he stood in need. The workhouse authorities replied with
humility, that there was not. Upon this, the parish authorities
magnanimously and humanely resolved, that Oliver should be “farmed,”
or, in other words, that he should be dispatched to a branch-workhouse
some three miles off, where twenty or thirty other juvenile offenders
against the poor-laws, rolled about the floor all day, without the
inconvenience of too much food or too much clothing, under the parental
superintendence of an elderly female, who received the culprits at and
for the consideration of sevenpence-halfpenny per small head per week.
Sevenpence-halfpenny’s worth per week is a good round diet for a child;
a great deal may be got for sevenpence-halfpenny, quite enough to
overload its stomach, and make it uncomfortable. The elderly female was
a woman of wisdom and experience; she knew what was good for children;
and she had a very accurate perception of what was good for herself.
So, she appropriated the greater part of the weekly stipend to her own
use, and consigned the rising parochial generation to even a shorter
allowance than was originally provided for them. Thereby finding in the
lowest depth a deeper still; and proving herself a very great
experimental philosopher.",0
oliver_twist_TPover_P4,dickens,oliver_twist,Poverty and the Lower Class,"For eight or ten months Oliver endured a relentless course of imposture and oppression. He was nurtured by hand, the infant’s pitiful condition reported by the workhouse to the parish, which, with dignified inquiry, asked whether any woman of the house could furnish the nourishment he required. The workhouse answered in humility that none existed. Thereupon the parish, with magnanimous resolve, “farmed” the child, sending him three miles off to a branch‑workhouse where twenty or thirty juvenile offenders rolled about the floor, feasting on the scant allowance of a workhouse matron who received but a half‑penny per head each week. A half‑penny’s pittance formed a most generous diet for a child—enough to overfill his stomach and render him uncomfortable. The matron, versed in the ways of prudence, appropriated most of the stipend to her own use, consigning the rising generation to an even slimmer ration. Thus she descended to a still lower depth, revealing herself as a most adept experimental philosopher.",1
oliver_twist_TPover_P5,dickens,oliver_twist,Poverty and the Lower Class,"It cannot be expected that this system of farming would produce any
very extraordinary or luxuriant crop. Oliver Twist’s ninth birthday
found him a pale thin child, somewhat diminutive in stature, and
decidedly small in circumference. But nature or inheritance had
implanted a good sturdy spirit in Oliver’s breast. It had had plenty of
room to expand, thanks to the spare diet of the establishment; and
perhaps to this circumstance may be attributed his having any ninth
birth-day at all. Be this as it may, however, it _was_ his ninth
birthday; and he was keeping it in the coal-cellar with a select party
of two other young gentleman, who, after participating with him in a
sound thrashing, had been locked up for atrociously presuming to be
hungry, when Mrs. Mann, the good lady of the house, was unexpectedly
startled by the apparition of Mr. Bumble, the beadle, striving to undo
the wicket of the garden-gate.",0
oliver_twist_TPover_P5,dickens,oliver_twist,Poverty and the Lower Class,"It can scarce be expected that such a system of farming should yield any extraordinary or luxuriant harvest. Oliver’s ninth birthday revealed him a pallid, gaunt child, diminutive of stature and slender of girth. Yet nature had implanted a sturdy spirit within his breast, and the spare diet of the establishment afforded him ample room to grow, perhaps explaining why he survived to see his ninth birthday at all. Be that as it may, on that very day he was celebrating it in the coal‑cellar, accompanied by two other youngsters who, after a sound thrashing, had been locked up for presuming to be hungry when Mrs. Mann, the matron, was startlingly startled by the appearance of Mr. Bumble, the beadle, attempting to open the garden‑gate.",1
oliver_twist_TPover_P6,dickens,oliver_twist,Poverty and the Lower Class,“Will _she_ go with me?” inquired poor Oliver.,0
oliver_twist_TPover_P6,dickens,oliver_twist,Poverty and the Lower Class,“Will she accompany me?” the wretched Oliver inquired.,1
oliver_twist_TPover_P7,dickens,oliver_twist,Poverty and the Lower Class,"This was no very great consolation to the child. Young as he was,
however, he had sense enough to make a feint of feeling great regret at
going away. It was no very difficult matter for the boy to call tears
into his eyes. Hunger and recent ill-usage are great assistants if you
want to cry; and Oliver cried very naturally indeed. Mrs. Mann gave him
a thousand embraces, and what Oliver wanted a great deal more, a piece
of bread and butter, lest he should seem too hungry when he got to the
workhouse. With the slice of bread in his hand, and the little
brown-cloth parish cap on his head, Oliver was then led away by Mr.
Bumble from the wretched home where one kind word or look had never
lighted the gloom of his infant years. And yet he burst into an agony
of childish grief, as the cottage-gate closed after him. Wretched as
were the little companions in misery he was leaving behind, they were
the only friends he had ever known; and a sense of his loneliness in
the great wide world, sank into the child’s heart for the first time.",0
oliver_twist_TPover_P7,dickens,oliver_twist,Poverty and the Lower Class,"That offered little solace to the child, though his youth endowed him with enough wit to feign deep regret at his departure. It was no great feat for the boy to summon tears; hunger and recent ill‑usage were puissant promoters of weeping, and Oliver wept most naturally. Mrs. Mann enfolded him in a thousand embraces, and, what he craved above all, a morsel of bread and butter, lest his hunger appear too great upon his arrival at the workhouse. With a slice of bread clutched in his hand and the parish cap of brown cloth perched upon his head, Oliver was led away by Mr. Bumble from the wretched home where no kind word or glance had ever brightened the gloom of his infant years. Yet he burst into an agony of childish grief as the cottage‑gate shut behind him. Though the companions of misery he left behind were wretched enough, they were the only friends he had ever known; and a sudden ache of loneliness pierced his heart for the first time.",1
oliver_twist_TPover_P8,dickens,oliver_twist,Poverty and the Lower Class,"“What’s that, sir?” inquired poor Oliver.",0
oliver_twist_TPover_P8,dickens,oliver_twist,Poverty and the Lower Class,"“What is that, sir?” whispered the poor child.",1
oliver_twist_TPover_P9,dickens,oliver_twist,Poverty and the Lower Class,"Poor Oliver! He little thought, as he lay sleeping in happy
unconsciousness of all around him, that the board had that very day
arrived at a decision which would exercise the most material influence
over all his future fortunes. But they had. And this was it:",0
oliver_twist_TPover_P9,dickens,oliver_twist,Poverty and the Lower Class,"Poor Oliver! He little imagined, as he lay in a blissful ignorance of all that surrounded him, that the board had, that very day, resolved upon a decision which would determine the very course of his future fortunes. And so it was.",1
oliver_twist_TPover_P10,dickens,oliver_twist,Poverty and the Lower Class,"The members of this board were very sage, deep, philosophical men; and
when they came to turn their attention to the workhouse, they found out
at once, what ordinary folks would never have discovered—the poor
people liked it! It was a regular place of public entertainment for the
poorer classes; a tavern where there was nothing to pay; a public
breakfast, dinner, tea, and supper all the year round; a brick and
mortar elysium, where it was all play and no work. “Oho!” said the
board, looking very knowing; “we are the fellows to set this to rights;
we’ll stop it all, in no time.” So, they established the rule, that all
poor people should have the alternative (for they would compel nobody,
not they), of being starved by a gradual process in the house, or by a
quick one out of it. With this view, they contracted with the
water-works to lay on an unlimited supply of water; and with a
corn-factory to supply periodically small quantities of oatmeal; and
issued three meals of thin gruel a day, with an onion twice a week, and
half a roll of Sundays. They made a great many other wise and humane
regulations, having reference to the ladies, which it is not necessary
to repeat; kindly undertook to divorce poor married people, in
consequence of the great expense of a suit in Doctors’ Commons; and,
instead of compelling a man to support his family, as they had
theretofore done, took his family away from him, and made him a
bachelor! There is no saying how many applicants for relief, under
these last two heads, might have started up in all classes of society,
if it had not been coupled with the workhouse; but the board were
long-headed men, and had provided for this difficulty. The relief was
inseparable from the workhouse and the gruel; and that frightened
people.",0
oliver_twist_TPover_P10,dickens,oliver_twist,Poverty and the Lower Class,"The members of this board were sage, deep‑minded, philosophical men; and when they turned their attention to the workhouse they uncovered at once what ordinary minds could not grasp—the poor delighted in it! It was a veritable place of public amusement for the lower classes; a tavern where no charge was demanded; a public establishment offering breakfast, dinner, tea and supper throughout the year—a brick‑and‑mortar Elysium wherein all was play and no labour. “Ah!” said the board, assuming a knowing air; “we are the very persons to set this to rights; we shall put an end to it forthwith.” Accordingly they enacted a rule that every poor soul should have the alternative—Surely not to compel any—of being starved by a gradual process within the house, or by a swift one without it. To that end they contracted with the water‑works for an unlimited supply, with a corn‑factory for a periodic dribble of oatmeal, and issued three thin gruel meals a day, an onion twice a week, and half a roll on Sundays. They promulgated other wise and humane regulations concerning the ladies, which need not be recounted; they undertook to divorce poor married persons, in consequence of the expense of a suit in Doctors’ Commons, and, instead of obliging a man to support his family, they removed his family from him and made him a bachelor! It is hard to say how many applicants for relief, under these two heads, might have risen in all ranks of society, had they not been coupled with the workhouse; but the board, being far‑seeing, provided against this. Relief was inseparable from the workhouse and the gruel, and that very circumstance frightened the populace.",1
