paragraph_id,word,attribution,absolute_attribution,rank
pride_and_prejudice_TReput_P10,saying,-0.0021337904036045074,0.0021337904036045074,83.0
pride_and_prejudice_TReput_P10,nothing,0.03770320862531662,0.03770320862531662,35.0
pride_and_prejudice_TReput_P10,of,-0.013384493067860603,0.013384493067860603,69.0
pride_and_prejudice_TReput_P10,the,-0.005738436244428158,0.005738436244428158,79.0
pride_and_prejudice_TReput_P10,badâĢĶthat,-0.053955343551933765,0.053955343551933765,23.0
pride_and_prejudice_TReput_P10,is,-0.02272198721766472,0.02272198721766472,51.0
pride_and_prejudice_TReput_P10,a,-0.028842629864811897,0.028842629864811897,45.0
pride_and_prejudice_TReput_P10,gift,-0.0008517224341630936,0.0008517224341630936,85.0
pride_and_prejudice_TReput_P10,reserved,0.07126068323850632,0.07126068323850632,14.0
pride_and_prejudice_TReput_P10,for,-0.005907232873141766,0.005907232873141766,78.0
pride_and_prejudice_TReput_P10,you,0.026512227952480316,0.026512227952480316,46.0
pride_and_prejudice_TReput_P10,alone.,0.38962443079799414,0.38962443079799414,2.0
pride_and_prejudice_TReput_P10,And,0.02158055081963539,0.02158055081963539,54.0
pride_and_prejudice_TReput_P10,"so,",-0.11371459811925888,0.11371459811925888,5.0
pride_and_prejudice_TReput_P10,you,0.04547104984521866,0.04547104984521866,31.0
pride_and_prejudice_TReput_P10,like,0.02413196675479412,0.02413196675479412,49.0
pride_and_prejudice_TReput_P10,this,0.0741569846868515,0.0741569846868515,13.0
pride_and_prejudice_TReput_P10,manâĢĻs,0.02084542252123356,0.02084542252123356,56.0
pride_and_prejudice_TReput_P10,"sisters,",-0.05310431309044361,0.05310431309044361,24.0
pride_and_prejudice_TReput_P10,"too,",0.011512039229273796,0.011512039229273796,72.0
pride_and_prejudice_TReput_P10,do,0.01027760561555624,0.01027760561555624,73.0
pride_and_prejudice_TReput_P10,you?,0.11911607719957829,0.11911607719957829,4.0
pride_and_prejudice_TReput_P10,Their,-0.03564248979091644,0.03564248979091644,40.0
pride_and_prejudice_TReput_P10,manners,0.06532888859510422,0.06532888859510422,18.0
pride_and_prejudice_TReput_P10,are,-0.018049046397209167,0.018049046397209167,61.0
pride_and_prejudice_TReput_P10,not,-0.05916636064648628,0.05916636064648628,19.0
pride_and_prejudice_TReput_P10,equal,-0.021966252475976944,0.021966252475976944,53.0
pride_and_prejudice_TReput_P10,to,-0.03181828185915947,0.03181828185915947,41.0
pride_and_prejudice_TReput_P10,his.âĢĿ,0.6885919272899628,0.6885919272899628,1.0
pride_and_prejudice_TReput_P39,[Illustration:ĊĊA,-0.496544549241662,0.496544549241662,1.0
pride_and_prejudice_TReput_P39,graceful,-0.026078810915350914,0.026078810915350914,15.0
pride_and_prejudice_TReput_P39,silhouette,-0.06543878465890884,0.06543878465890884,3.0
pride_and_prejudice_TReput_P39,of,0.029995210468769073,0.029995210468769073,13.0
pride_and_prejudice_TReput_P39,a,-0.00907277874648571,0.00907277874648571,21.0
pride_and_prejudice_TReput_P39,lady,-0.0026625078171491623,0.0026625078171491623,25.0
pride_and_prejudice_TReput_P39,in,-0.011885116808116436,0.011885116808116436,19.0
pride_and_prejudice_TReput_P39,a,-0.0307975634932518,0.0307975634932518,12.0
pride_and_prejudice_TReput_P39,modest,-0.003935140557587147,0.003935140557587147,24.0
pride_and_prejudice_TReput_P39,"gown,",-0.049490608274936676,0.049490608274936676,6.0
pride_and_prejudice_TReput_P39,her,-0.025282368063926697,0.025282368063926697,16.0
pride_and_prejudice_TReput_P39,delicate,0.0008384366519749165,0.0008384366519749165,26.0
pride_and_prejudice_TReput_P39,hand,0.03594135493040085,0.03594135493040085,10.0
pride_and_prejudice_TReput_P39,resting,-0.053959593176841736,0.053959593176841736,5.0
pride_and_prejudice_TReput_P39,upon,-0.04101303964853287,0.04101303964853287,7.0
pride_and_prejudice_TReput_P39,a,-0.038909971714019775,0.038909971714019775,8.0
pride_and_prejudice_TReput_P39,closed,-0.059229396283626556,0.059229396283626556,4.0
pride_and_prejudice_TReput_P39,"volume,",-0.03344353660941124,0.03344353660941124,11.0
pride_and_prejudice_TReput_P39,emblematic,0.01796554960310459,0.01796554960310459,17.0
pride_and_prejudice_TReput_P39,of,0.01182529702782631,0.01182529702782631,20.0
pride_and_prejudice_TReput_P39,the,-0.0056449249386787415,0.0056449249386787415,23.0
pride_and_prejudice_TReput_P39,gentle,0.00795033574104309,0.00795033574104309,22.0
pride_and_prejudice_TReput_P39,intellect,-0.0002648867666721344,0.0002648867666721344,27.0
pride_and_prejudice_TReput_P39,that,0.03732473775744438,0.03732473775744438,9.0
pride_and_prejudice_TReput_P39,pervades,0.015800333581864834,0.015800333581864834,18.0
pride_and_prejudice_TReput_P39,the,0.028894316405057907,0.028894316405057907,14.0
pride_and_prejudice_TReput_P39,novel.],0.06666050106287003,0.06666050106287003,2.0
pride_and_prejudice_TReput_P38,âĢľYour,-0.42445191740989685,0.42445191740989685,1.0
pride_and_prejudice_TReput_P38,most,0.07180097699165344,0.07180097699165344,4.0
pride_and_prejudice_TReput_P38,obedient,0.044840823858976364,0.044840823858976364,5.0
pride_and_prejudice_TReput_P38,and,0.07688549160957336,0.07688549160957336,3.0
pride_and_prejudice_TReput_P38,humble,-0.1650633066892624,0.1650633066892624,2.0
pride_and_prejudice_TReput_P38,"servant,âĢĿ",0.0074390508234500885,0.0074390508234500885,6.0
pride_and_prejudice_TFamil_P16,âĢľAnother,-0.28351256251335144,0.28351256251335144,3.0
pride_and_prejudice_TFamil_P16,"time,",-0.053467665798962116,0.053467665798962116,9.0
pride_and_prejudice_TFamil_P16,"Lizzy,âĢĿ",0.43819623440504074,0.43819623440504074,1.0
pride_and_prejudice_TFamil_P16,said,0.06591643393039703,0.06591643393039703,7.0
pride_and_prejudice_TFamil_P16,her,-0.18545228242874146,0.18545228242874146,5.0
pride_and_prejudice_TFamil_P16,"mother,",-0.014316249638795853,0.014316249638795853,13.0
pride_and_prejudice_TFamil_P16,âĢľI,-0.2578485496342182,0.2578485496342182,4.0
pride_and_prejudice_TFamil_P16,would,-0.014949802309274673,0.014949802309274673,12.0
pride_and_prejudice_TFamil_P16,not,-0.005750155076384544,0.005750155076384544,15.0
pride_and_prejudice_TFamil_P16,dance,-0.13343752920627594,0.13343752920627594,6.0
pride_and_prejudice_TFamil_P16,with,0.016523055732250214,0.016523055732250214,11.0
pride_and_prejudice_TFamil_P16,"him,",-0.049113521352410316,0.049113521352410316,10.0
pride_and_prejudice_TFamil_P16,were,0.06239568069577217,0.06239568069577217,8.0
pride_and_prejudice_TFamil_P16,I,0.008885594084858894,0.008885594084858894,14.0
pride_and_prejudice_TFamil_P16,you.âĢĿ,-0.4349024575203657,0.4349024575203657,2.0
pride_and_prejudice_TReput_P28,âĢľMerely,-0.38698165863752365,0.38698165863752365,3.0
pride_and_prejudice_TReput_P28,to,-0.03239019960165024,0.03239019960165024,17.0
pride_and_prejudice_TReput_P28,the,0.005172330886125565,0.005172330886125565,20.0
pride_and_prejudice_TReput_P28,illustration,-0.053549036383628845,0.053549036383628845,11.0
pride_and_prejudice_TReput_P28,of,0.04159112274646759,0.04159112274646759,14.0
pride_and_prejudice_TReput_P28,_your_,-0.0012235194444656372,0.0012235194444656372,22.0
pride_and_prejudice_TReput_P28,"character,âĢĿ",-0.17657857853919268,0.17657857853919268,5.0
pride_and_prejudice_TReput_P28,said,-0.09808121621608734,0.09808121621608734,7.0
pride_and_prejudice_TReput_P28,"she,",-0.03615977382287383,0.03615977382287383,15.0
pride_and_prejudice_TReput_P28,endeavouring,0.023452753201127052,0.023452753201127052,18.0
pride_and_prejudice_TReput_P28,to,0.035329319536685944,0.035329319536685944,16.0
pride_and_prejudice_TReput_P28,shake,-0.0714750587940216,0.0714750587940216,9.0
pride_and_prejudice_TReput_P28,off,-0.04818316549062729,0.04818316549062729,13.0
pride_and_prejudice_TReput_P28,her,-0.055841393768787384,0.055841393768787384,10.0
pride_and_prejudice_TReput_P28,gravity.,-0.46389251947402954,0.46389251947402954,2.0
pride_and_prejudice_TReput_P28,âĢľI,-0.2543330732733011,0.2543330732733011,4.0
pride_and_prejudice_TReput_P28,am,0.0017904462292790413,0.0017904462292790413,21.0
pride_and_prejudice_TReput_P28,trying,-0.08556345850229263,0.08556345850229263,8.0
pride_and_prejudice_TReput_P28,to,0.05128619447350502,0.05128619447350502,12.0
pride_and_prejudice_TReput_P28,make,0.00679648295044899,0.00679648295044899,19.0
pride_and_prejudice_TReput_P28,it,0.11228466033935547,0.11228466033935547,6.0
pride_and_prejudice_TReput_P28,out.âĢĿ,2.8253656178712845,2.8253656178712845,1.0
pride_and_prejudice_TPride_P7,*(Illustration,-0.3268454670906067,0.3268454670906067,1.0
pride_and_prejudice_TPride_P7,of,-0.10149454325437546,0.10149454325437546,5.0
pride_and_prejudice_TPride_P7,Pride,-0.018705476075410843,0.018705476075410843,10.0
pride_and_prejudice_TPride_P7,and,0.026350658386945724,0.026350658386945724,8.0
pride_and_prejudice_TPride_P7,PrejudiceâĢĶleft,0.11631816439330578,0.11631816439330578,3.0
pride_and_prejudice_TPride_P7,to,0.04250052571296692,0.04250052571296692,6.0
pride_and_prejudice_TPride_P7,"imagination,",-0.1353798732161522,0.1353798732161522,2.0
pride_and_prejudice_TPride_P7,as,-0.1152564138174057,0.1152564138174057,4.0
pride_and_prejudice_TPride_P7,per,0.032751165330410004,0.032751165330410004,7.0
pride_and_prejudice_TPride_P7,original.)*,-0.02230639010667801,0.02230639010667801,9.0
